,article_doi,Publication Year
ATC07804,10.1088/2053-1591/ac0b76,2021
ATC07805,10.1088/2053-1591/ab6a56,2019
ATC07806,10.1016/j.msec.2020.110690,2020
ATC07807,10.1016/j.foodhyd.2022.108138,2023
ATC07808,10.1007/s11051-020-04939-y,2020
ATC07809,10.1016/j.colsurfb.2021.112194,2022
ATC07810,10.1111/1750-3841.16292,2022
ATC07811,10.1016/j.aca.2023.341311,2023
ATC07812,10.1186/s12951-015-0123-3,2015
ATC07813,10.1016/j.jlumin.2020.117158,2020
ATC07814,10.1016/j.pdpdt.2021.102455,2021
ATC07815,10.1039/c2cy20033c,2012
ATC07816,10.1016/j.msec.2014.09.034,2014
ATC07817,10.1002/mabi.201800356,2019
ATC07818,10.3791/55087,2017
ATC07819,10.1016/j.micpath.2020.104450,2020
ATC07820,10.1016/j.chemosphere.2019.04.115,2019
ATC07821,10.1016/j.pdpdt.2019.06.014,2019
ATC07822,10.1007/s00775-006-0116-7,2006
ATC07823,10.3390/pharmaceutics13111809,2021
ATC07824,10.1021/acsami.2c12839,2022
ATC07825,10.1016/j.colsurfb.2018.08.069,2018
ATC07826,10.1039/d3ra07831k,2024
ATC07827,10.1002/btpr.179,2009
ATC07828,10.1016/j.jphotobiol.2022.112566,2022
ATC07829,10.1039/c5md00331h,2015
ATC07830,10.3389/fenvs.2020.00078,2020
ATC07831,10.1007/s13762-014-0729-2,2015
ATC07832,10.1021/la201851r,2011
ATC07833,10.1016/j.scitotenv.2019.07.249,2019
ATC07834,10.1242/jeb.052027,2011
ATC07835,10.1088/2053-1591/ab87d5,2020
ATC07836,10.1038/s41598-018-26167-0,2018
ATC07837,10.1021/acsomega.1c01959,2021
ATC07838,10.1088/2053-1591/ab731a,2020
ATC07839,10.1016/j.msec.2012.03.015,2012
ATC07840,10.2460/ajvr.23.10.0229,2024
ATC07841,10.1155/2022/5339809,2022
ATC07842,10.1002/ps.6686,2022
ATC07843,10.1007/s10965-021-02632-9,2021
ATC07844,10.3390/nano12173040,2022
ATC07845,10.1038/s41467-018-06884-w,2018
ATC07846,10.1016/j.sbsr.2019.100317,2020
ATC07847,10.1007/s10973-020-09502-4,2021
ATC07848,10.1016/j.jestch.2016.12.008,2017
ATC07849,10.3390/cosmetics9060122,2022
ATC07850,10.1007/s10876-019-01561-4,2019
ATC07851,10.1016/j.colsurfa.2021.126662,2021
ATC07852,10.1186/s12866-018-1241-5,2018
ATC07853,10.1016/j.ntt.2011.02.002,2011
ATC07854,10.1039/d1ra04691h,2021
ATC07855,10.1155/2015/849216,2015
ATC07856,10.1039/c9tb00473d,2019
ATC07857,10.1007/s12598-021-01786-1,2022
ATC07858,10.1007/BF00331500,1987
ATC07859,10.1177/0887302X18783071,2018
ATC07860,10.3390/nano12111904,2022
ATC07861,10.22207/JPAM.15.4.12,2021
ATC07862,10.3390/antibiotics11101371,2022
ATC07863,10.1021/acsabm.9b00264,2019
ATC07864,10.1002/pat.630,2005
ATC07865,10.1099/jmm.0.46162-0,2006
ATC07866,10.1016/j.fct.2017.12.040,2018
ATC07867,10.1016/j.pestbp.2019.05.002,2019
ATC07868,10.1016/j.poly.2016.09.038,2017
ATC07869,10.1111/1348-0421.12055,2013
ATC07870,10.1016/j.aquatox.2022.106286,2022
ATC07871,10.1007/s10989-023-10569-4,2023
ATC07872,10.1007/s10853-017-1038-1,2017
ATC07873,10.1016/j.ijpharm.2018.03.037,2018
ATC07874,10.1016/j.msec.2016.03.036,2016
ATC07875,10.1016/j.ijpharm.2022.122434,2023
ATC07876,10.1016/j.ijfoodmicro.2021.109116,2021
ATC07877,10.1016/j.micromeso.2012.02.035,2012
ATC07878,10.1016/j.poly.2023.116321,2023
ATC07879,10.1016/j.jiec.2021.05.022,2021
ATC07880,10.5604/12303666.1167419,2015
ATC07881,10.1166/mex.2012.1084,2012
ATC07882,10.1007/s11947-021-02654-7,2021
ATC07883,10.1021/nl401205b,2013
ATC07884,10.3390/ijerph19074101,2022
ATC07885,10.1016/j.ceramint.2024.03.234,2024
ATC07886,10.1016/j.ijbiomac.2024.131288,2024
ATC07887,10.1016/j.foodchem.2021.130517,2021
ATC07888,10.1002/adhm.201701503,2018
ATC07889,10.1038/nsmb1138,2006
ATC07890,10.1088/0256-307X/27/9/098101,2010
ATC07891,10.1021/es102501z,2011
ATC07892,10.1016/j.molstruc.2011.03.036,2011
ATC07893,10.1002/bab.1782,2019
ATC07894,10.4314/bcse.v38i3.13,2024
ATC07895,10.1039/c8ra00333e,2018
ATC07896,10.1021/acsami.2c20102,2023
ATC07897,10.22207/JPAM.13.2.12,2019
ATC07898,10.1371/journal.pone.0231276,2020
ATC07899,10.1021/bm0700901,2007
ATC07900,10.1021/am505024p,2014
ATC07901,10.1016/j.ejps.2021.106021,2021
ATC07902,10.3390/polym13213683,2021
ATC07903,10.1504/IJNT.2022.129761,2022
ATC07904,10.1117/1.JBO.20.5.051014,2015
ATC07905,10.1039/c7tx00123a,2017
ATC07906,10.1016/j.biocel.2012.07.021,2013
ATC07907,10.1016/j.jwpe.2024.105419,2024
ATC07908,10.1080/02670844.2018.1537082,2019
ATC07909,10.1016/j.jece.2017.07.015,2017
ATC07910,10.1016/j.envres.2016.04.028,2016
ATC07911,10.1016/j.colsurfb.2021.111965,2021
ATC07912,10.1007/s13273-012-0016-6,2012
ATC07913,10.1016/j.scitotenv.2018.04.222,2018
ATC07914,10.1166/jnn.2016.12481,2016
ATC07915,10.1016/j.ijbiomac.2014.01.060,2014
ATC07916,10.1016/j.enzmictec.2016.09.017,2017
ATC07917,10.1002/pat.4127,2018
ATC07918,10.1166/jbn.2014.1897,2014
ATC07919,10.1016/j.pdpdt.2020.102058,2020
ATC07920,10.1016/j.biomaterials.2014.01.080,2014
ATC07921,10.1039/c5en00037h,2015
ATC07922,10.1016/j.msec.2021.112457,2021
ATC07923,10.1016/j.fpsl.2022.100911,2022
ATC07924,10.1016/j.snb.2016.04.183,2016
ATC07925,10.1007/s10577-010-9112-4,2010
ATC07926,10.1016/j.chemosphere.2020.128650,2021
ATC07927,10.1021/acs.langmuir.8b03061,2018
ATC07928,10.1117/1.JNP.16.036005,2022
ATC07929,10.1016/j.cbi.2022.110284,2023
ATC07930,10.1021/acssuschemeng.9b01281,2019
ATC07931,10.4315/JFP-21-354,2022
ATC07932,10.2478/v10304-012-0023-7,2013
ATC07933,10.1016/j.jcis.2018.10.041,2019
ATC07934,10.1016/j.jcis.2020.05.062,2020
ATC07935,10.1016/j.fuel.2021.120924,2021
ATC07936,10.1007/s10967-016-4821-6,2016
ATC07937,10.1007/s11082-024-07154-4,2024
ATC07938,10.1016/j.envpol.2008.11.010,2009
ATC07939,10.1016/j.cbi.2021.109431,2021
ATC07940,10.1080/02670836.2023.2180598,2023
ATC07941,10.1038/s41598-018-37194-2,2019
ATC07942,10.1016/j.carbpol.2017.01.059,2017
ATC07943,10.1080/03639045.2019.1706550,2020
ATC07944,10.1242/jeb.241554,2021
ATC07945,10.1177/08853282221108839,2022
ATC07946,10.1166/jbn.2011.1229,2011
ATC07947,10.1016/j.chemosphere.2022.136134,2022
ATC07948,10.3390/nano14090785,2024
ATC07949,10.1016/j.actbio.2009.05.010,2009
ATC07950,10.1016/j.plaphy.2019.10.036,2020
ATC07951,10.1128/MCB.25.15.6380-6390.2005,2005
ATC07952,10.1166/jbn.2019.2858,2019
ATC07953,10.3390/antibiotics9050242,2020
ATC07954,10.1016/j.matlet.2023.135774,2024
ATC07955,10.1142/S0219581X22500387,2022
ATC07956,10.1371/journal.pone.0247859,2021
ATC07957,10.1007/s10695-018-0528-7,2018
ATC07958,10.1016/j.elecom.2009.02.021,2009
ATC07959,10.1038/s41467-020-15299-5,2020
ATC07960,10.1088/2043-6254/ab92fd,2020
ATC07961,10.2147/IJN.S246578,2020
ATC07962,10.1016/j.molliq.2019.03.010,2019
ATC07963,10.1016/j.talanta.2023.125128,2024
ATC07964,10.1039/c9an02020a,2020
ATC07965,10.1111/ijac.12297,2015
ATC07966,10.1016/j.impact.2016.11.003,2017
ATC07967,10.3923/ijp.2013.322.334,2013
ATC07968,10.1021/nn5042625,2014
ATC07969,10.1007/s10856-016-5841-z,2017
ATC07970,10.1021/es9016975,2009
ATC07971,10.1016/j.envpol.2016.10.061,2016
ATC07972,10.3390/ijms161024656,2015
ATC07973,10.1016/j.jscs.2021.101207,2021
ATC07974,10.1016/j.jhazmat.2018.10.056,2019
ATC07975,10.1016/j.ijbiomac.2018.12.242,2019
ATC07976,10.1016/j.cej.2020.125488,2020
ATC07977,10.1002/app.33915,2011
ATC07978,10.2147/IJN.S449227,2024
ATC07979,10.1242/jeb.033753,2010
ATC07980,10.1016/j.biomaterials.2014.08.046,2015
ATC07981,10.1016/j.jhazmat.2020.122562,2020
ATC07982,10.1021/acssuschemeng.7b02929,2018
ATC07983,10.1016/j.chemosphere.2022.133689,2022
ATC07984,10.1016/j.cej.2024.151430,2024
ATC07985,10.4067/S0717-97072016000400010,2016
ATC07986,10.1016/j.jcis.2021.11.146,2022
ATC07987,10.1016/j.colsurfb.2016.08.016,2016
ATC07988,10.1039/d4tb00060a,2024
ATC07989,10.1016/j.catcom.2016.06.031,2016
ATC07990,10.1016/j.bios.2016.05.037,2016
ATC07991,10.1002/aoc.6515,2022
ATC07992,10.1016/j.synthmet.2023.117349,2023
ATC07993,10.1039/c8nr00800k,2018
ATC07994,10.1007/s00412-006-0071-7,2006
ATC07995,10.1016/j.colsurfb.2024.113923,2024
ATC07996,10.1071/FP22274,2023
ATC07997,10.1166/jbn.2007.022,2007
ATC07998,10.1016/j.jhazmat.2021.126751,2022
ATC07999,10.1016/j.jtemb.2014.07.020,2015
ATC08000,10.1016/j.molstruc.2015.08.015,2015
ATC08001,10.1039/c8tx00255j,2019
ATC08002,10.1007/s11356-021-15300-8,2021
ATC08003,10.1093/rb/rbac041,2022
ATC08004,10.1515/gps-2020-0066,2020
ATC08005,10.1021/acsabm.9b00838,2020
ATC08006,10.1016/j.jcis.2023.11.120,2024
ATC08007,10.1021/acsabm.4c00237,2024
ATC08008,10.1016/j.saa.2015.06.088,2015
ATC08009,10.1002/aoc.7013,2023
ATC08010,10.2225/vol15-issue5-fulltext-15,2012
ATC08011,10.1007/s10853-018-2419-9,2018
ATC08012,10.1007/s12668-021-00923-5,2022
ATC08013,10.1016/j.materresbull.2013.04.068,2013
ATC08014,10.1177/0022034515599973,2015
ATC08015,10.3390/plants12132397,2023
ATC08016,10.1111/jam.14584,2020
ATC08017,10.3892/br.2024.1725,2024
ATC08018,10.1080/25740881.2018.1563138,2019
ATC08019,10.1177/15280837231224076,2024
ATC08020,10.1021/acsomega.3c09492,2024
ATC08021,10.1038/lsa.2017.80,2017
ATC08022,10.1007/s10876-016-1032-9,2016
ATC08023,10.3389/fmicb.2018.00959,2018
ATC08024,10.1007/s10641-020-00971-y,2020
ATC08025,10.21608/EJVS.2023.246839.1664,2024
ATC08026,10.1016/j.jre.2022.08.020,2023
ATC08027,10.1557/s43578-021-00226-1,2021
ATC08028,10.1016/j.ijbiomac.2020.02.289,2020
ATC08029,10.1016/j.apsusc.2018.05.009,2018
ATC08030,10.1063/5.0028899,2020
ATC08031,10.1007/s10661-016-5764-7,2017
ATC08032,10.1016/j.jmrt.2022.08.028,2022
ATC08033,10.1016/j.msec.2014.04.034,2014
ATC08034,10.1002/yea.1144,2004
ATC08035,10.1371/journal.pone.0031352,2012
ATC08036,10.1016/j.neuroscience.2021.01.011,2021
ATC08037,10.1007/s11164-019-03770-y,2019
ATC08038,10.3390/separations10030212,2023
ATC08039,10.1016/j.jphotobiol.2018.02.015,2018
ATC08040,10.1021/acssensors.2c01837,2022
ATC08041,10.1016/j.ceramint.2022.12.080,2023
ATC08042,10.1016/j.poly.2019.114327,2020
ATC08043,10.3390/molecules27010212,2022
ATC08044,10.1038/s41598-023-28356-y,2023
ATC08045,10.1016/j.molcel.2013.06.002,2013
ATC08046,10.3389/fbioe.2022.1067139,2023
ATC08047,10.1007/s10863-007-9114-x,2007
ATC08048,10.1002/jctb.4052,2013
ATC08049,10.1016/j.mtcomm.2021.102167,2021
ATC08050,10.1016/j.clay.2021.106325,2022
ATC08051,10.1007/s11164-022-04687-9,2022
ATC08052,10.1016/j.inoche.2021.109035,2021
ATC08053,10.1021/acs.analchem.9b05490,2020
ATC08054,10.1080/00958972.2022.2079977,2022
ATC08055,10.1016/j.matchemphys.2023.128262,2023
ATC08056,10.1364/PRJ.8.000032,2020
ATC08057,10.2147/IJN.S38777,2013
ATC08058,10.1007/s11356-024-32332-y,2024
ATC08059,10.3389/fbioe.2022.795620,2022
ATC08060,10.1007/s00253-015-6559-4,2015
ATC08061,10.1016/j.apsusc.2017.07.044,2017
ATC08062,10.1016/j.bios.2016.04.071,2016
ATC08063,10.1016/j.ecoenv.2015.11.036,2016
ATC08064,10.1016/j.colsurfa.2024.133208,2024
ATC08065,10.1002/jemt.24231,2022
ATC08066,10.1039/d0dt02417a,2020
ATC08067,10.1007/s11051-010-0037-9,2011
ATC08068,10.3389/fmicb.2022.950039,2022
ATC08069,10.1007/s13399-021-01841-y,2023
ATC08070,10.1007/s42770-020-00282-5,2020
ATC08071,10.1039/c2jm15510a,2012
ATC08072,10.1016/j.ecoenv.2020.110642,2020
ATC08073,10.1007/s11259-024-10339-7,2024
ATC08074,10.1002/open.202100239,2021
ATC08075,10.1021/acs.est.2c08593,2023
ATC08076,10.1002/aoc.7063,2023
ATC08077,10.1016/j.jenvman.2019.04.131,2019
ATC08078,10.3390/molecules19056623,2014
ATC08079,10.1039/c3an00056g,2013
ATC08080,10.1016/j.snb.2021.130358,2021
ATC08081,10.1016/j.apsusc.2018.05.189,2018
ATC08082,10.1016/j.micpath.2018.07.002,2018
ATC08083,10.1016/j.reactfunctpolym.2021.105006,2021
ATC08084,10.3906/biy-1505-71,2016
ATC08085,10.1080/13102818.2009.10818550,2009
ATC08086,10.1007/s13213-010-0015-6,2010
ATC08087,10.3389/fbioe.2022.856651,2022
ATC08088,10.1007/s13204-018-0848-z,2018
ATC08089,10.1007/s00244-022-00969-w,2023
ATC08090,10.1016/j.biomaterials.2014.02.053,2014
ATC08091,10.1007/s11051-010-0128-7,2011
ATC08092,10.17576/jsm-2019-4801-08,2019
ATC08093,10.1007/s10876-019-01568-x,2019
ATC08094,10.3390/nano11041055,2021
ATC08095,10.1038/s41598-023-33095-1,2023
ATC08096,10.1039/d1nj05931a,2022
ATC08097,10.1007/s11051-014-2454-7,2014
ATC08098,10.1016/j.jcis.2018.03.016,2018
ATC08099,10.1016/j.msec.2016.08.044,2016
ATC08100,10.1016/j.mtcomm.2024.108130,2024
ATC08101,10.1016/j.measurement.2020.107845,2020
ATC08102,10.1021/acsanm.0c02463,2020
ATC08103,10.1016/j.inoche.2023.111391,2023
ATC08104,10.1016/j.fpsl.2023.101167,2023
ATC08105,10.1016/j.ecoenv.2021.113083,2022
ATC08106,10.1016/j.ceramint.2019.08.284,2020
ATC08107,10.1002/admi.202301021,2024
ATC08108,10.1021/acsanm.1c00668,2021
ATC08109,10.1039/c9tb00534j,2019
ATC08110,10.1016/j.freeradbiomed.2011.07.020,2011
ATC08111,10.1021/ja301167y,2012
ATC08112,10.1088/2053-1591/ac3309,2021
ATC08113,10.1016/j.enzmictec.2016.02.005,2016
ATC08114,10.1007/s10904-023-02576-1,2023
ATC08115,10.1021/acsami.1c24921,2022
ATC08116,10.1016/j.porgcoat.2021.106248,2021
ATC08117,10.1016/j.chemosphere.2021.130863,2021
ATC08118,10.1016/j.bios.2014.12.028,2015
ATC08119,10.1016/j.ica.2013.04.040,2013
ATC08120,10.1021/acs.langmuir.0c00605,2020
ATC08121,10.1038/s41598-021-99550-z,2021
ATC08122,10.3390/ma15010392,2022
ATC08123,10.1016/j.colsurfb.2018.06.039,2018
ATC08124,10.7150/thno.5701,2013
ATC08125,10.1590/0104-1428.20220088,2023
ATC08126,10.1039/d4ra02022g,2024
ATC08127,10.1021/acsbiomaterials.7b00723,2018
ATC08128,10.1007/s00216-013-7372-5,2014
ATC08129,10.1016/j.aquaculture.2017.03.023,2017
ATC08130,10.1016/j.taap.2015.12.015,2016
ATC08131,10.1016/j.scitotenv.2022.161307,2023
ATC08132,10.1016/j.jhazmat.2016.06.066,2016
ATC08133,10.1021/acs.est.2c05828,2022
ATC08134,10.1155/2022/1562051,2022
ATC08135,10.1016/j.ibiod.2012.10.002,2012
ATC08136,10.1016/j.rechem.2023.101170,2023
ATC08137,10.1016/j.envpol.2019.02.066,2019
ATC08138,10.1016/j.ceramint.2014.09.123,2015
ATC08139,10.1021/acs.analchem.6b03209,2016
ATC08140,10.1016/j.jcis.2016.03.021,2016
ATC08141,10.3389/fchem.2023.1191849,2023
ATC08142,10.1007/s10856-018-6174-x,2018
ATC08143,10.1021/acssuschemeng.0c00998,2020
ATC08144,10.1021/acsami.7b03347,2017
ATC08145,10.1016/j.scitotenv.2023.168212,2024
ATC08146,10.1016/j.chemosphere.2018.01.141,2018
ATC08147,10.12681/jhvms.18025,2018
ATC08148,10.1021/acs.analchem.2c00774,2022
ATC08149,10.1016/j.phymed.2023.155092,2023
ATC08150,10.1166/jbmb.2017.1705,2017
ATC08151,10.1016/j.carbpol.2021.118910,2022
ATC08152,10.1016/j.nano.2016.08.021,2017
ATC08153,10.1038/s41598-018-20897-x,2018
ATC08154,10.1016/j.fbio.2022.101843,2022
ATC08155,10.1016/j.cej.2014.11.119,2015
ATC08156,10.1016/j.saa.2021.119433,2021
ATC08157,10.1021/acsbiomaterials.9b00274,2019
ATC08158,10.1021/acsabm.4c00001,2024
ATC08159,10.1016/S0723-2020(97)80016-1,1997
ATC08160,10.1016/j.jece.2023.109672,2023
ATC08161,10.1016/j.sciaf.2019.e00230,2020
ATC08162,10.1016/j.foodchem.2010.11.086,2011
ATC08163,10.1515/pjct-2016-0022,2016
ATC08164,10.1016/j.jhazmat.2023.132623,2024
ATC08165,10.1016/j.jhazmat.2021.127091,2022
ATC08166,10.1021/jp3047054,2012
ATC08167,10.3390/antibiotics9070384,2020
ATC08168,10.1007/s10971-022-05763-7,2022
ATC08169,10.1016/j.seppur.2022.120842,2022
ATC08170,10.1371/journal.pone.0194935,2018
ATC08171,10.1021/acsami.0c07784,2020
ATC08172,10.3109/17435390.2015.1048323,2016
ATC08173,10.1007/s10008-021-05043-4,2021
ATC08174,10.1016/j.taap.2009.10.016,2010
ATC08175,10.1016/j.carbon.2012.02.082,2012
ATC08176,10.1177/15280837221093661,2022
ATC08177,10.3390/polym14153022,2022
ATC08178,10.1088/1361-6528/aa57af,2017
ATC08179,10.1080/14786419.2022.2147931,2023
ATC08180,10.1016/j.msec.2019.109805,2019
ATC08181,10.1016/j.mtcomm.2021.102020,2021
ATC08182,10.1007/s10934-022-01394-z,2023
ATC08183,10.1016/j.cap.2010.05.010,2010
ATC08184,10.1016/j.scitotenv.2017.07.098,2017
ATC08185,10.1134/S0036023615130057,2015
ATC08186,10.1007/s10965-020-02356-2,2020
ATC08187,10.3390/vaccines10081180,2022
ATC08188,10.1080/09593330.2021.1914181,2022
ATC08189,10.1016/j.apt.2021.04.030,2021
ATC08190,10.1016/j.reactfunctpolym.2015.05.008,2015
ATC08191,10.1016/j.apmt.2018.06.002,2018
ATC08192,10.1021/acs.jafc.7b00863,2017
ATC08193,10.1002/adfm.201402980,2015
ATC08194,10.1016/j.jphotobiol.2016.06.013,2016
ATC08195,10.1016/j.envpol.2014.06.027,2014
ATC08196,10.1016/j.envres.2020.110569,2021
ATC08197,10.1007/s10071-015-0876-y,2015
ATC08198,10.1007/s13204-019-00952-3,2019
ATC08199,10.1002/adma.201705968,2018
ATC08200,10.1016/j.ijbiomac.2023.123265,2023
ATC08201,10.1016/j.jddst.2022.103329,2022
ATC08202,10.1111/nph.18941,2023
ATC08203,10.1016/j.cej.2022.140304,2023
ATC08204,10.1016/j.carbpol.2014.06.075,2014
ATC08205,10.1088/2632-959X/aca925,2022
ATC08206,10.1016/j.matchemphys.2021.125187,2021
ATC08207,10.1142/S1793292021500314,2021
ATC08208,10.1021/acs.est.0c01241,2020
ATC08209,10.1007/s13204-019-00973-y,2019
ATC08210,10.1016/j.aquatox.2018.05.002,2018
ATC08211,10.1016/j.chemosphere.2020.128677,2021
ATC08212,10.1016/j.scitotenv.2019.135306,2020
ATC08213,10.3390/nano11123336,2021
ATC08214,10.1016/j.msec.2019.02.058,2019
ATC08215,10.30498/ijb.2021.220458.2737,2021
ATC08216,10.4028/www.scientific.net/JNanoR.45.95,2017
ATC08217,10.1021/acs.est.9b04198,2019
ATC08218,10.3390/polym13010107,2021
ATC08219,10.1166/jnn.2017.13042,2017
ATC08220,10.1039/c7ra13063e,2018
ATC08221,10.1016/j.jconrel.2020.06.002,2020
ATC08222,10.1016/j.cub.2018.09.014,2018
ATC08223,10.1016/j.pdpdt.2022.102905,2022
ATC08224,10.1002/mrc.5315,2023
ATC08225,10.1038/NNANO.2013.125,2013
ATC08226,10.1016/j.tifs.2012.06.013,2012
ATC08227,10.1021/nn2038725,2011
ATC08228,10.1080/21655979.2019.1661692,2019
ATC08229,10.1016/j.chemosphere.2020.126786,2020
ATC08230,10.1016/j.scitotenv.2018.01.085,2018
ATC08231,10.1021/acsanm.0c00367,2020
ATC08232,10.1007/s10570-022-04703-6,2022
ATC08233,10.1039/d1en00658d,2022
ATC08234,10.1557/mrc.2019.141,2019
ATC08235,10.1016/j.envres.2022.114314,2022
ATC08236,10.1111/j.1365-2672.2009.04583.x,2010
ATC08237,10.1002/tox.23616,2022
ATC08238,10.1016/j.jenvman.2023.118656,2023
ATC08239,10.1007/s10965-021-02477-2,2021
ATC08240,10.1016/j.cej.2020.124523,2020
ATC08241,10.1177/0883911520911659,2020
ATC08242,10.1016/j.indcrop.2022.115337,2022
ATC08243,10.1016/j.cjche.2020.03.017,2020
ATC08244,10.1007/s13206-014-8101-7,2014
ATC08245,10.1016/j.apsusc.2015.08.260,2015
ATC08246,10.1016/j.vetmic.2007.08.018,2008
ATC08247,10.1016/j.bmc.2008.11.013,2009
ATC08248,10.15414/jmbfs.2021.10.4.648-656,2021
ATC08249,10.1155/2023/2602454,2023
ATC08250,10.1016/j.arabjc.2021.103096,2021
ATC08251,10.1007/s12011-017-1132-x,2018
ATC08252,10.3390/molecules22091556,2017
ATC08253,10.1088/1361-6528/ac0a15,2021
ATC08254,10.1111/jam.12779,2015
ATC08255,10.1016/j.surfcoat.2013.12.036,2014
ATC08256,10.1021/acs.est.6b01215,2016
ATC08257,10.1007/s10534-013-9633-3,2013
ATC08258,10.1111/jace.19688,2024
ATC08259,10.1155/2014/408021,2014
ATC08260,10.2131/jts.45.117,2020
ATC08261,10.1007/s11051-010-0213-y,2011
ATC08262,10.1007/s11356-021-18269-6,2023
ATC08263,10.1021/acsabm.3c01097,2024
ATC08264,10.1016/j.chemosphere.2015.09.053,2016
ATC08265,10.1049/nbt2.12037,2021
ATC08266,10.1016/j.ijpharm.2019.118947,2020
ATC08267,10.1080/21691401.2018.1446967,2018
ATC08268,10.1021/es3000905,2012
ATC08269,10.1021/acsami.7b05208,2017
ATC08270,10.1021/ac802158y,2009
ATC08271,10.1007/s10854-020-03323-9,2020
ATC08272,10.1039/c7pp00236j,2018
ATC08273,10.1016/j.bios.2010.07.067,2010
ATC08274,10.1016/j.jcis.2021.09.130,2022
ATC08275,10.1590/S0100-40422011000600010,2011
ATC08276,10.1016/j.algal.2022.102641,2022
ATC08277,10.1016/j.jcrysgro.2017.08.005,2017
ATC08278,10.1016/j.jece.2022.108248,2022
ATC08279,10.1016/j.saa.2010.11.056,2011
ATC08280,10.1016/j.msec.2010.04.004,2010
ATC08281,10.1016/j.chemosphere.2021.132131,2022
ATC08282,10.1088/1468-6996/11/5/055002,2010
ATC08283,10.3390/nano12152576,2022
ATC08284,10.1021/nn4044047,2014
ATC08285,10.3390/environments8100101,2021
ATC08286,10.1016/j.colsurfb.2021.112281,2022
ATC08287,10.1088/2053-1591/acdb36,2023
ATC08288,10.1021/acssuschemeng.9b03287,2019
ATC08289,10.1007/s12221-015-1327-8,2015
ATC08290,10.1016/j.chemosphere.2021.131698,2022
ATC08291,10.1016/j.polymertesting.2018.12.015,2019
ATC08292,10.1016/j.enzmictec.2016.08.011,2016
ATC08293,10.1016/j.poly.2018.09.017,2018
ATC08294,10.1016/j.scitotenv.2019.05.163,2019
ATC08295,10.1080/20477724.2021.2014235,2022
ATC08296,10.3390/nano11061584,2021
ATC08297,10.3389/fmicb.2019.03057,2020
ATC08298,10.1039/c8ta07583b,2018
ATC08299,10.1007/s10876-021-02032-5,2022
ATC08300,10.1016/j.scitotenv.2022.153307,2022
ATC08301,10.3233/MGC-220098,2022
ATC08302,10.1088/2053-1591/ab715d,2019
ATC08303,10.2166/wst.2008.471,2008
ATC08304,10.3390/ijms131012584,2012
ATC08305,10.1049/iet-nbt.2014.0047,2015
ATC08306,10.1088/2053-1591/ab70dd,2020
ATC08307,10.1016/j.talanta.2012.10.003,2013
ATC08308,10.3109/10717544.2014.893381,2015
ATC08309,10.1080/00958972.2017.1386303,2017
ATC08310,10.1016/j.jhazmat.2023.131308,2023
ATC08311,10.1016/j.ceramint.2021.10.186,2022
ATC08312,10.1016/j.fsi.2022.05.025,2022
ATC08313,10.1016/j.yexcr.2019.07.002,2019
ATC08314,10.1016/j.scitotenv.2023.168420,2024
ATC08315,10.1007/s12668-023-01188-w,2023
ATC08316,10.1007/s00216-012-6258-2,2012
ATC08317,10.1186/s12866-023-03054-x,2023
ATC08318,10.1021/acsami.3c09584,2023
ATC08319,10.1021/acs.biomac.8b01750,2019
ATC08320,10.1016/j.rinp.2017.07.044,2017
ATC08321,10.1007/s00289-008-0916-8,2008
ATC08322,10.19756/j.issn.0253-3820.221415,2022
ATC08323,10.1002/app.49053,2020
ATC08324,10.1021/cg3011234,2012
ATC08325,10.1088/1361-6528/aa5f63,2017
ATC08326,10.3390/ma16010387,2023
ATC08327,10.1021/acsomega.0c03342,2020
ATC08328,10.1007/s12221-015-5245-6,2015
ATC08329,10.5012/bkcs.2010.31.7.1981,2010
ATC08330,10.1109/TNB.2020.2985101,2020
ATC08331,10.3390/molecules28010410,2023
ATC08332,10.1007/s00449-022-02739-3,2022
ATC08333,10.1016/j.talanta.2017.03.007,2017
ATC08334,10.1016/j.colsurfa.2018.10.030,2019
ATC08335,10.1002/jobm.201000067,2011
ATC08336,10.3389/fmicb.2022.959156,2022
ATC08337,10.2323/jgam.2016.07.004,2017
ATC08338,10.1007/s10544-017-0233-9,2017
ATC08339,10.1186/s12951-018-0370-1,2018
ATC08340,10.1080/15320383.2020.1763913,2020
ATC08341,10.1016/j.etap.2024.104390,2024
ATC08342,10.1007/s10854-019-01015-7,2019
ATC08343,10.1016/j.apjtb.2016.12.014,2017
ATC08344,10.3389/fmicb.2023.1240707,2023
ATC08345,10.1210/en.140.3.1228,1999
ATC08346,10.3184/146867810X12925913885187,2011
ATC08347,10.1039/c4fd00113c,2014
ATC08348,10.1002/admt.202201765,2023
ATC08349,10.1021/la302872y,2012
ATC08350,10.1016/j.ijfoodmicro.2020.108838,2020
ATC08351,10.1002/jobm.201700143,2018
ATC08352,10.1016/j.fsi.2011.05.028,2011
ATC08353,10.1039/d3mh01102j,2024
ATC08354,10.1007/s00128-018-2420-7,2018
ATC08355,10.1088/2057-1976/ab4382,2019
ATC08356,10.1111/ijfs.15329,2021
ATC08357,10.2147/IJN.S197737,2019
ATC08358,10.1016/j.bios.2024.116046,2024
ATC08359,10.1080/09205063.2023.2170138,2023
ATC08360,10.1016/j.chemosphere.2018.05.167,2018
ATC08361,10.3390/ma15144813,2022
ATC08362,10.1021/es504375t,2015
